 STATE COUNTY                    COUNTY_SEA                ZIP_CODE
 IA    OSCEOLA                   SIBLEY                    51249
 IA    PAGE                      CLARINDA                  51632
 IA    PALO ALTO                 EMMETSBURG                50536
 IA    PLYMOUTH                  LE MARS                   51031
 IA    POCAHONTAS                POCAHONTAS                50574
 IA    POLK                      DES MOINES                50300
 IA    POTTAWATTAMIE             COUNCIL BLUFFS            51501
 IA    POWESHIEK                 MONTEZUMA                 50171
 IA    RINGGOLD                  MOUNT AYR                 50854
 IA    SAC                       SAC CITY                  50583
 IA    SCOTT                     DAVENPORT                 52800
 IA    SHELBY                    HARLAN                    51537
 IA    SIOUX                     ORANGE CITY               51041
 IA    STORY                     NEVADA                    50201
 IA    TAMA                      TOLEDO                    52342
 IA    TAYLOR                    BEDFORD                   50833
 IA    UNION                     CRESTON                   50801
 IA    VAN BUREN                 KEOSAUQUA                 52565
 IA    WAPELLO                   OTTUMWA                   52501
 IA    WARREN                    INDIANOLA                 50125
 IA    WASHINGTON                WASHINGTON                52353
 IA    WAYNE                     CORYDON                   50060
 IA    WEBSTER                   FORT DODGE                50501
 IA    WHITE                     CLARION                   50525
 IA    WINNEBAGO                 FOREST CITY               50436
 IA    WINNESHIEK                DECORAH                   52101
 IA    WOODBURY                  SIOUX CITY                51100
 IA    WORTH                     NORTHWOOD                 50459
 ID    ADA                       BOISE                     83700
 ID    ADAMS                     COUNCIL                   83612
 ID    BANNOCK                   POCATELLO                 83201
 ID    BEAR LAKE                 PARIS                     83261
 ID    BENEWAH                   SAINT MARIES              83861
 ID    BINGHAM                   BLACKFOOT                 83221
 ID    BLAINE                    HAILEY                    83333
 ID    BOISE                     IDAHO CITY                83631
 ID    BONNER                    SANDPOINT                 83864
 ID    BONNEVILLE                IDAHO FALLS               83401
 ID    BOUNDARY                  BONNERS FERRY             83805
 ID    BUTTE                     ARCO                      83213
 ID    CAMAS                     FAIRFIELD                 83327
 ID    CANYON                    CALDWELL                  83605
 ID    CARIBOU                   SODA SPRINGS              83276
 ID    CASSIA                    BURLEY                    83318
 ID    CLARK                     DUBOIS                    83423
 ID    CLEARWATER                OROFINO                   83544
 ID    CUSTER                    CHALLIS                   83226
 ID    ELMORE                    MOUNTAIN HOME             83647
 ID    FRANKLIN                  PRESTON                   83263
 ID    FREMONT                   SAINT ANTHONY             83445
 ID    GEM                       EMMETT                    83617
 ID    GOODING                   GOODING                   83330
 ID    IDAHO                     GRANGEVILLE               83530
 ID    JEFFERSON                 RIGBY                     83442
 ID    JEROME                    JEROME                    83338
 ID    KOOTENAI                  COEUR D'ALENE             83814
 ID    LATAH                     MOSCOW                    83843
 ID    LEMHI                     SALMON                    83467
 ID    LEWIS                     NEZPERCE                  83543
 ID    LINCOLN                   SHOSHONE                  83352
 ID    MADISON                   REXBERG                   83440
 ID    MINIDOKA                  RUPERT                    83350
 ID    NEZ PERCE                 LEWISTON                  83501
 ID    ONEIDA                    MALAD CITY                83252
 ID    OWYHEE                    MURPHY                    83650
 ID    PAYETTE                   PAYETTE                   83661
 ID    POWER                     AMERICAN FALLS            83211
 ID    SHOSHONE                  WALLACE                   83873
 ID    TETON                     DRIGGS                    83422
 ID    TWIN FALLS                TWIN FALLS                83301
 ID    VALLEY                    CASCADE                   83611
 ID    WASHINGTON                WEISER                    83672
 IL    ADAMS                     QUINCY                    62301
 IL    ALEXANDER                 CAIRO                     62914
 IL    BOND                      GREENVILLE                62246
 IL    BOONE                     BELVIDERE                 61008
 IL    BROWN                     MOUNT STERLING            62353
 IL    BUREAU                    PRINCETON                 61356
 IL    CALHOUN                   HARDIN                    62047
 IL    CARROLL                   MOUNT CARROLL             61053
 IL    CASS                      VIRGINIA                  62691
 IL    CHAMPAIGN                 URBANA                    61801
 IL    CHRISTIAN                 TAYLORVILLE               62568
 IL    CLARK                     MARSHALL                  62441
 IL    CLAY                      LOUISVILLE                62858
